Name,Value,Start,Size,Type,Color,Comment
WorldPosition,"(0.0156, 0.5569, 0.116, 1)",FF0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0156,FF0h,4h,float,Fg: Bg:0x576974,
y,0.5569,FF4h,4h,float,Fg: Bg:0x576974,
z,0.116,FF8h,4h,float,Fg: Bg:0x576974,
w,1,FFCh,4h,float,Fg: Bg:0x576974,
BoneDefs[80],,1000h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,81,1000h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,53,1002h,2h,short,Fg: Bg:0x576974,
AABBIndex,82,1004h,2h,ushort,Fg: Bg:0x576974,
Flags,,1006h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1006h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1006h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1006h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.0156, 0.0779, 0.129, 1)",1010h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0156,1010h,4h,float,Fg: Bg:0x576974,
y,0.07790003,1014h,4h,float,Fg: Bg:0x576974,
z,0.129,1018h,4h,float,Fg: Bg:0x576974,
w,1,101Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.0156, 0.5569, 0.116, 1)",1020h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0156,1020h,4h,float,Fg: Bg:0x576974,
y,0.5569,1024h,4h,float,Fg: Bg:0x576974,
z,0.116,1028h,4h,float,Fg: Bg:0x576974,
w,1,102Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[81],,1030h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,82,1030h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,53,1032h,2h,short,Fg: Bg:0x576974,
AABBIndex,83,1034h,2h,ushort,Fg: Bg:0x576974,
Flags,,1036h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1036h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1036h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1036h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.0506, 0.0748, 0.1071, 1)",1040h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0506,1040h,4h,float,Fg: Bg:0x576974,
y,0.07480001,1044h,4h,float,Fg: Bg:0x576974,
z,0.1071,1048h,4h,float,Fg: Bg:0x576974,
w,1,104Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.0506, 0.5538, 0.0941, 1)",1050h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0506,1050h,4h,float,Fg: Bg:0x576974,
y,0.5538,1054h,4h,float,Fg: Bg:0x576974,
z,0.0941,1058h,4h,float,Fg: Bg:0x576974,
w,1,105Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[82],,1060h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,83,1060h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,53,1062h,2h,short,Fg: Bg:0x576974,
AABBIndex,84,1064h,2h,ushort,Fg: Bg:0x576974,
Flags,,1066h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1066h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1066h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1066h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.0506, 0.0751, 0.1071, 1)",1070h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0506,1070h,4h,float,Fg: Bg:0x576974,
y,0.07510004,1074h,4h,float,Fg: Bg:0x576974,
z,0.1071,1078h,4h,float,Fg: Bg:0x576974,
w,1,107Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.0506, 0.5541, 0.0941, 1)",1080h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0506,1080h,4h,float,Fg: Bg:0x576974,
y,0.5541,1084h,4h,float,Fg: Bg:0x576974,
z,0.0941,1088h,4h,float,Fg: Bg:0x576974,
w,1,108Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[83],,1090h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,84,1090h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,55,1092h,2h,short,Fg: Bg:0x576974,
AABBIndex,85,1094h,2h,ushort,Fg: Bg:0x576974,
Flags,,1096h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1096h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1096h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1096h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, 0, 0, 1)",10A0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,10A0h,4h,float,Fg: Bg:0x576974,
y,0,10A4h,4h,float,Fg: Bg:0x576974,
z,0,10A8h,4h,float,Fg: Bg:0x576974,
w,1,10ACh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.028, 0.54, 0.086, 1)",10B0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.028,10B0h,4h,float,Fg: Bg:0x576974,
y,0.54,10B4h,4h,float,Fg: Bg:0x576974,
z,0.086,10B8h,4h,float,Fg: Bg:0x576974,
w,1,10BCh,4h,float,Fg: Bg:0x576974,
BoneDefs[84],,10C0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,85,10C0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,56,10C2h,2h,short,Fg: Bg:0x576974,
AABBIndex,86,10C4h,2h,ushort,Fg: Bg:0x576974,
Flags,,10C6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,10C6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,10C6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,10C6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, 0, 0, 1)",10D0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,10D0h,4h,float,Fg: Bg:0x576974,
y,0,10D4h,4h,float,Fg: Bg:0x576974,
z,0,10D8h,4h,float,Fg: Bg:0x576974,
w,1,10DCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.028, 0.54, 0.086, 1)",10E0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.028,10E0h,4h,float,Fg: Bg:0x576974,
y,0.54,10E4h,4h,float,Fg: Bg:0x576974,
z,0.086,10E8h,4h,float,Fg: Bg:0x576974,
w,1,10ECh,4h,float,Fg: Bg:0x576974,
BoneDefs[85],,10F0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,86,10F0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,55,10F2h,2h,short,Fg: Bg:0x576974,
AABBIndex,87,10F4h,2h,ushort,Fg: Bg:0x576974,
Flags,,10F6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,10F6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,10F6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,10F6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.0071, 0.00299997, 0.0199, 1)",1100h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.007100001,1100h,4h,float,Fg: Bg:0x576974,
y,0.002999973,1104h,4h,float,Fg: Bg:0x576974,
z,0.0199,1108h,4h,float,Fg: Bg:0x576974,
w,1,110Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.0351, 0.543, 0.1059, 1)",1110h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0351,1110h,4h,float,Fg: Bg:0x576974,
y,0.5429999,1114h,4h,float,Fg: Bg:0x576974,
z,0.1059,1118h,4h,float,Fg: Bg:0x576974,
w,1,111Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[86],,1120h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,87,1120h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,56,1122h,2h,short,Fg: Bg:0x576974,
AABBIndex,88,1124h,2h,ushort,Fg: Bg:0x576974,
Flags,,1126h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1126h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1126h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1126h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.0071, 0.00299997, 0.0199, 1)",1130h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.007100001,1130h,4h,float,Fg: Bg:0x576974,
y,0.002999973,1134h,4h,float,Fg: Bg:0x576974,
z,0.0199,1138h,4h,float,Fg: Bg:0x576974,
w,1,113Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.0351, 0.543, 0.1059, 1)",1140h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0351,1140h,4h,float,Fg: Bg:0x576974,
y,0.5429999,1144h,4h,float,Fg: Bg:0x576974,
z,0.1059,1148h,4h,float,Fg: Bg:0x576974,
w,1,114Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[87],,1150h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,88,1150h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,55,1152h,2h,short,Fg: Bg:0x576974,
AABBIndex,89,1154h,2h,ushort,Fg: Bg:0x576974,
Flags,,1156h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1156h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1156h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1156h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.0016, -0.00719996, 0.0161, 1)",1160h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0016,1160h,4h,float,Fg: Bg:0x576974,
y,-0.007199955,1164h,4h,float,Fg: Bg:0x576974,
z,0.0161,1168h,4h,float,Fg: Bg:0x576974,
w,1,116Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.0296, 0.5328, 0.1021, 1)",1170h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0296,1170h,4h,float,Fg: Bg:0x576974,
y,0.5328,1174h,4h,float,Fg: Bg:0x576974,
z,0.1021,1178h,4h,float,Fg: Bg:0x576974,
w,1,117Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[88],,1180h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,89,1180h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,56,1182h,2h,short,Fg: Bg:0x576974,
AABBIndex,90,1184h,2h,ushort,Fg: Bg:0x576974,
Flags,,1186h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1186h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1186h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1186h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.0016, -0.00719996, 0.0161, 1)",1190h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0016,1190h,4h,float,Fg: Bg:0x576974,
y,-0.007199955,1194h,4h,float,Fg: Bg:0x576974,
z,0.0161,1198h,4h,float,Fg: Bg:0x576974,
w,1,119Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.0296, 0.5328, 0.1021, 1)",11A0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0296,11A0h,4h,float,Fg: Bg:0x576974,
y,0.5328,11A4h,4h,float,Fg: Bg:0x576974,
z,0.1021,11A8h,4h,float,Fg: Bg:0x576974,
w,1,11ACh,4h,float,Fg: Bg:0x576974,
BoneDefs[89],,11B0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,90,11B0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,53,11B2h,2h,short,Fg: Bg:0x576974,
AABBIndex,91,11B4h,2h,ushort,Fg: Bg:0x576974,
Flags,,11B6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,11B6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,11B6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,11B6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.0464, 0.0418, 0.1066, 1)",11C0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0464,11C0h,4h,float,Fg: Bg:0x576974,
y,0.04180002,11C4h,4h,float,Fg: Bg:0x576974,
z,0.1066,11C8h,4h,float,Fg: Bg:0x576974,
w,1,11CCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.0464, 0.5208, 0.0936, 1)",11D0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.0464,11D0h,4h,float,Fg: Bg:0x576974,
y,0.5208001,11D4h,4h,float,Fg: Bg:0x576974,
z,0.0936,11D8h,4h,float,Fg: Bg:0x576974,
w,1,11DCh,4h,float,Fg: Bg:0x576974,
BoneDefs[90],,11E0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,91,11E0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,53,11E2h,2h,short,Fg: Bg:0x576974,
AABBIndex,92,11E4h,2h,ushort,Fg: Bg:0x576974,
Flags,,11E6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,11E6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,11E6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,11E6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.0464, 0.0418, 0.1066, 1)",11F0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0464,11F0h,4h,float,Fg: Bg:0x576974,
y,0.04180002,11F4h,4h,float,Fg: Bg:0x576974,
z,0.1066,11F8h,4h,float,Fg: Bg:0x576974,
w,1,11FCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.0464, 0.5208, 0.0936, 1)",1200h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.0464,1200h,4h,float,Fg: Bg:0x576974,
y,0.5208001,1204h,4h,float,Fg: Bg:0x576974,
z,0.0936,1208h,4h,float,Fg: Bg:0x576974,
w,1,120Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[91],,1210h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,92,1210h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,5,1212h,2h,short,Fg: Bg:0x576974,
AABBIndex,93,1214h,2h,ushort,Fg: Bg:0x576974,
Flags,,1216h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1216h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1216h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1216h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, 0.05, -0.05, 1)",1220h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,1220h,4h,float,Fg: Bg:0x576974,
y,0.05,1224h,4h,float,Fg: Bg:0x576974,
z,-0.05,1228h,4h,float,Fg: Bg:0x576974,
w,1,122Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.024, 0.406, -0.018, 1)",1230h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.024,1230h,4h,float,Fg: Bg:0x576974,
y,0.406,1234h,4h,float,Fg: Bg:0x576974,
z,-0.018,1238h,4h,float,Fg: Bg:0x576974,
w,1,123Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[92],,1240h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,93,1240h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,6,1242h,2h,short,Fg: Bg:0x576974,
AABBIndex,94,1244h,2h,ushort,Fg: Bg:0x576974,
Flags,,1246h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1246h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1246h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1246h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.003, 0, 0, 1)",1250h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.002999997,1250h,4h,float,Fg: Bg:0x576974,
y,0,1254h,4h,float,Fg: Bg:0x576974,
z,0,1258h,4h,float,Fg: Bg:0x576974,
w,1,125Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.136, 0.359, -0.028, 1)",1260h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.136,1260h,4h,float,Fg: Bg:0x576974,
y,0.359,1264h,4h,float,Fg: Bg:0x576974,
z,-0.028,1268h,4h,float,Fg: Bg:0x576974,
w,1,126Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[93],,1270h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,94,1270h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,6,1272h,2h,short,Fg: Bg:0x576974,
AABBIndex,95,1274h,2h,ushort,Fg: Bg:0x576974,
Flags,,1276h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1276h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1276h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1276h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.091, 0, 0, 1)",1280h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.091,1280h,4h,float,Fg: Bg:0x576974,
y,0,1284h,4h,float,Fg: Bg:0x576974,
z,0,1288h,4h,float,Fg: Bg:0x576974,
w,1,128Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.224, 0.359, -0.028, 1)",1290h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.224,1290h,4h,float,Fg: Bg:0x576974,
y,0.359,1294h,4h,float,Fg: Bg:0x576974,
z,-0.028,1298h,4h,float,Fg: Bg:0x576974,
w,1,129Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[94],,12A0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,95,12A0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,7,12A2h,2h,short,Fg: Bg:0x576974,
AABBIndex,96,12A4h,2h,ushort,Fg: Bg:0x576974,
Flags,,12A6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,12A6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,12A6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,12A6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.123, 0, -0.03, 1)",12B0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.123,12B0h,4h,float,Fg: Bg:0x576974,
y,0,12B4h,4h,float,Fg: Bg:0x576974,
z,-0.03,12B8h,4h,float,Fg: Bg:0x576974,
w,1,12BCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.489, 0.359, -0.058, 1)",12C0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.489,12C0h,4h,float,Fg: Bg:0x576974,
y,0.359,12C4h,4h,float,Fg: Bg:0x576974,
z,-0.05800001,12C8h,4h,float,Fg: Bg:0x576974,
w,1,12CCh,4h,float,Fg: Bg:0x576974,
BoneDefs[95],,12D0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,96,12D0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,7,12D2h,2h,short,Fg: Bg:0x576974,
AABBIndex,97,12D4h,2h,ushort,Fg: Bg:0x576974,
Flags,,12D6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,12D6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,12D6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,12D6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.09, 0, 0, 1)",12E0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.09000001,12E0h,4h,float,Fg: Bg:0x576974,
y,0,12E4h,4h,float,Fg: Bg:0x576974,
z,0,12E8h,4h,float,Fg: Bg:0x576974,
w,1,12ECh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.456, 0.359, -0.028, 1)",12F0h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.456,12F0h,4h,float,Fg: Bg:0x576974,
y,0.359,12F4h,4h,float,Fg: Bg:0x576974,
z,-0.028,12F8h,4h,float,Fg: Bg:0x576974,
w,1,12FCh,4h,float,Fg: Bg:0x576974,
BoneDefs[96],,1300h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,97,1300h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,7,1302h,2h,short,Fg: Bg:0x576974,
AABBIndex,98,1304h,2h,ushort,Fg: Bg:0x576974,
Flags,,1306h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1306h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1306h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1306h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.203, 0, 0, 1)",1310h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.203,1310h,4h,float,Fg: Bg:0x576974,
y,0,1314h,4h,float,Fg: Bg:0x576974,
z,0,1318h,4h,float,Fg: Bg:0x576974,
w,1,131Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.569, 0.359, -0.028, 1)",1320h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.5689999,1320h,4h,float,Fg: Bg:0x576974,
y,0.359,1324h,4h,float,Fg: Bg:0x576974,
z,-0.028,1328h,4h,float,Fg: Bg:0x576974,
w,1,132Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[97],,1330h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,98,1330h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,8,1332h,2h,short,Fg: Bg:0x576974,
AABBIndex,99,1334h,2h,ushort,Fg: Bg:0x576974,
Flags,,1336h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1336h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1336h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1336h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0.00599999, 0, 0, 1)",1340h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.005999994,1340h,4h,float,Fg: Bg:0x576974,
y,0,1344h,4h,float,Fg: Bg:0x576974,
z,0,1348h,4h,float,Fg: Bg:0x576974,
w,1,134Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(0.619, 0.359, -0.028, 1)",1350h,10h,struct Vector4,Fg: Bg:0x576974,
x,0.619,1350h,4h,float,Fg: Bg:0x576974,
y,0.359,1354h,4h,float,Fg: Bg:0x576974,
z,-0.028,1358h,4h,float,Fg: Bg:0x576974,
w,1,135Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[98],,1360h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,99,1360h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,9,1362h,2h,short,Fg: Bg:0x576974,
AABBIndex,100,1364h,2h,ushort,Fg: Bg:0x576974,
Flags,,1366h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1366h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1366h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1366h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(0, 0.05, -0.05, 1)",1370h,10h,struct Vector4,Fg: Bg:0x576974,
x,0,1370h,4h,float,Fg: Bg:0x576974,
y,0.05,1374h,4h,float,Fg: Bg:0x576974,
z,-0.05,1378h,4h,float,Fg: Bg:0x576974,
w,1,137Ch,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.024, 0.406, -0.018, 1)",1380h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.024,1380h,4h,float,Fg: Bg:0x576974,
y,0.406,1384h,4h,float,Fg: Bg:0x576974,
z,-0.018,1388h,4h,float,Fg: Bg:0x576974,
w,1,138Ch,4h,float,Fg: Bg:0x576974,
BoneDefs[99],,1390h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,100,1390h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,10,1392h,2h,short,Fg: Bg:0x576974,
AABBIndex,101,1394h,2h,ushort,Fg: Bg:0x576974,
Flags,,1396h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,1396h,2h,ushort,Fg: Bg:0x576974,
B : 1,,1396h,2h,ushort,Fg: Bg:0x576974,
C : 1,,1396h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.003, 0, 0, 1)",13A0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.002999997,13A0h,4h,float,Fg: Bg:0x576974,
y,0,13A4h,4h,float,Fg: Bg:0x576974,
z,0,13A8h,4h,float,Fg: Bg:0x576974,
w,1,13ACh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.136, 0.359, -0.028, 1)",13B0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.136,13B0h,4h,float,Fg: Bg:0x576974,
y,0.359,13B4h,4h,float,Fg: Bg:0x576974,
z,-0.028,13B8h,4h,float,Fg: Bg:0x576974,
w,1,13BCh,4h,float,Fg: Bg:0x576974,
BoneDefs[100],,13C0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,101,13C0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,10,13C2h,2h,short,Fg: Bg:0x576974,
AABBIndex,102,13C4h,2h,ushort,Fg: Bg:0x576974,
Flags,,13C6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,13C6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,13C6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,13C6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.091, 0, 0, 1)",13D0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.091,13D0h,4h,float,Fg: Bg:0x576974,
y,0,13D4h,4h,float,Fg: Bg:0x576974,
z,0,13D8h,4h,float,Fg: Bg:0x576974,
w,1,13DCh,4h,float,Fg: Bg:0x576974,
WorldPosition,"(-0.224, 0.359, -0.028, 1)",13E0h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.224,13E0h,4h,float,Fg: Bg:0x576974,
y,0.359,13E4h,4h,float,Fg: Bg:0x576974,
z,-0.028,13E8h,4h,float,Fg: Bg:0x576974,
w,1,13ECh,4h,float,Fg: Bg:0x576974,
BoneDefs[101],,13F0h,30h,struct FmdlBoneDef,Fg: Bg:0x576974,
NameIndex,102,13F0h,2h,_NameIndex,Fg: Bg:0x576974,
ParentIndex,11,13F2h,2h,short,Fg: Bg:0x576974,
AABBIndex,103,13F4h,2h,ushort,Fg: Bg:0x576974,
Flags,,13F6h,2h,struct FMDL_BONE_FLAGS,Fg: Bg:0x576974,
HasBoundingBox : 1,,13F6h,2h,ushort,Fg: Bg:0x576974,
B : 1,,13F6h,2h,ushort,Fg: Bg:0x576974,
C : 1,,13F6h,2h,ushort,Fg: Bg:0x576974,
LocalPosition,"(-0.123, 0, -0.03, 1)",1400h,10h,struct Vector4,Fg: Bg:0x576974,
x,-0.123,1400h,4h,float,Fg: Bg:0x576974,
